smile,activity
CC1(C)C2=C(C=CC(C=O)=C2)C3=CC=C(N4CCN(C(OC(C)(C)C)=O)CC4)C=C31,0.365
O=[N+](C1=CC=C(C#CC2=CC=C(C3=CC=C(C4=CC=C(C#CC5=CC=C([N+]([O-])=O)C=C5)S4)S3)S2)C=C1)[O-],0.436
C12=CC=CC3=C1C(C4=CC=CC5=C(C=C(C=CC=C6)C6=C7)C7=CC3=C45)=CC8=C2C=C(C=CC=C9)C9=C8,0.444
C12=CC3=C4C(C=CC=C4C5=CC=CC6=C(C=CC=C7)C7=CC3=C56)=C1C=CC=C2,0.43
C12=CC=CC=C1C3=C4C(C=CC5=C4C(C6=C3)=C7C(C(C=CC=C8)=C8C=C7C=C6)=C5)=C2,0.461
C12=C(C=C(C3=C2)C=C4C5=C3C=C6C7=C(C(C=C6)=CC8=C9C=C%10C=CC=CC%10=C8)C9=CC(C=C4)=C75)C=CC=C1,0.542
C1(C=CC=C2)=C2C=C(C=C(C=C3)C4=C5C=CC6=CC7=C(C=C(C=CC=C8)C8=C7)C3=C46)C5=C1,0.573
C12=CC=CC=C1C3=C4C(C=CC5=C4C(C=C3)=CC6=C5C=C(C=CC=C7)C7=C6)=C2,0.516
F[B-]1(OC(C2=CC=C(C=C2)OC)=CC(C3=CC=C(C4=C3)N(C5=C4C=CC=C5)CC)=[O+]1)F,0.44
F[B-]1(OC(C)=CC(C2=CC=C(C3=C2)N(C4=C3C=CC=C4)CC)=[O+]1)F,0.402
F[B-]1(OC(C)=CC(C2=CC=C(C3=C2)N(C4=C3C=C(C=C4)C5=[O+][B-](F)(OC(C)=C5)F)CC)=[O+]1)F,0.412
F[B-]1(OC(C2=CC3=C(C=C2)N(CC)C4=C3C=CC=C4)=CC(C5=CC=C(C6=C5)N(C7=C6C=CC=C7)CC)=[O+]1)F,0.46
O=C(C1=CC(C#CC2=CC=CC=C2)=C(C(OCC)=O)C=C1C#CC3=CC=C(C=CC=C4)C4=C3)OCC,0.37
O=C(C1=CC(C#CC2=CC=CC=C2)=C(C(OCC)=O)C=C1C#CC3=CC=C(C=C(N4CCC4)C=C5)C5=C3)OCC,0.411
O=C(C1=CC(C#CC2=CC=C([N+]([O-])=O)C=C2)=C(C(OCC)=O)C=C1C#CC3=CC=C(C=C(N4CCC4)C=C5)C5=C3)OCC,0.429
FS(F)(F)(F)(F)C1=CC=C(C2=CC=C(N(C3=CC=CC=C3)C4=CC=CC=C4)C=C2)C=C1,0.349
FS(F)(F)(F)(F)C1=CC=C(/C=C/C2=CC=C(N(C3=CC=CC=C3)C4=CC=CC=C4)C=C2)C=C1,0.385
FS(F)(F)(F)(F)C1=CC=C(C#CC2=CC=C(N(C3=CC=CC=C3)C4=CC=CC=C4)C=C2)C=C1,0.369
FS(F)(F)(F)(F)C1=CC=C(C#CC(C=C2)=CC=C2C#CC3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)C=C1,0.379
FS(F)(F)(F)(F)C1=CC=C(/C=C/C(C=C2)=CC=C2/C=C/C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)C=C1,0.407
FS(F)(F)(F)(F)C1=CC=C(C#CC2=CC=C(S2)C#CC3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)C=C1,0.396
CN(C)C1=CC=C(C(C=CC(C=O)=C2)=C2C3(C)C)C3=C1,0.394
CN(C)C1=CC=C(C(C=CC(C(C2=CN(C3CC(O)C(CO)O3)N=N2)=O)=C4)=C4C5(C)C)C5=C1,0.391
CN(C)C1=CC=C(C(C=CC(C(C2=CN(CCCCCCCCCCCC)N=N2)=O)=C3)=C3C4(C)C)C4=C1,0.399
CN(C)C1=CC=C(C(C=CC(C(C2=CN(CCC[N+](C)(CCCS(=O)([O-])=O)CCCCCCCC)N=N2)=O)=C3)=C3C4(C)C)C4=C1,0.402
NC1=CC=C(C2=CC=C(N)C=C2)C=C1,0.295
NC1=CC=C(C2=CC=C([N+]#[C-])C=C2)C=C1,0.31
CNC1=CC=C(C2=CC=C([N+]#[C-])C=C2)C=C1,0.323
CN(C)C1=CC=C(C2=CC=C([N+]#[C-])C=C2)C=C1,0.329
O=C(C(C=C1)=CC=C1C2=CC=C(NC(C=CC(C3=CC=C(C(OC)=O)C=C3)=C4)=C4C5(C6=CC=CC=C6)C7=CC=CC=C7)C5=C2)OC,0.361
O=C(C(C=C1)=CC=C1C2=CC=C(NC(C=CC(C3=CC=C(C(OC)=O)C=C3)=C4)=C4[Si]5(C6=CC=CC=C6)C7=CC=CC=C7)C5=C2)OC,0.366
C1(C2=CC=CC=C2)=CC=C(NC(C=CC(C3=CC=CC=C3)=C4)=C4C5(C6=CC=CC=C6)C7=CC=CC=C7)C5=C1,0.332
CCN(C1=CC=C2C(OC(C3=C2O[B-](F)([O+]=C3/C=C/C4=CC=C(C=C4)N(CC)CC)F)=O)=C1)CC,0.567
O=C1C2=CC=CC=C2C3=NC4=C(C=C(N(CC)CC)C=C4)OC3=C1,0.524
O=CC1=CC(N2CCCCC2)=C(C=C3)C4=C1C=CC5=C4C3=C(N6CCCCC6)C=C5N7CCCCC7,0.478
O=CC1=CC(C=O)=C(C=C2)C3=C1C=CC4=C3C2=C(N5CCCCC5)C=C4N6CCCCC6,0.516
O=CC1=CC(N2CCCCC2)=C3C4=C1C=CC5=C4C(C=C3)=C(C=O)C=C5N6CCCCC6,0.492
O=CC1=CC(N2CCCCC2)=C(C=C3)C4=C1C=CC5=C4C3=C(N6CCCCC6)C=C5C=O,0.481
O=CC1=CC(C=O)=C(C=C2)C3=C1C=CC4=C3C2=C(N5CCCCC5)C=C4C=O,0.491
CC1=CC(C2=CC(/C=C/C3=CC=C(N4CCCC4)C=C3)=CC=N2)=NC=C1,0.325
COC1=C(/C=C/C2=CC=NC(C3=NC=CC(C)=C3)=C2)C=C(OC)C(N(CCCC)CCCC)=C1,0.388
COC1=C(/C=C/C2=CC=NC(C3=NC=CC(C)=C3)=C2)C=C(OC)C(N4CCCC4)=C1,0.402
COC1=C(/C=C/C2=CC=C(/C=C/C3=CC=NC(C4=NC=CC(C)=C4)=C3)C=C2)C=C(OC)C(N(CCCC)CCCC)=C1,0.402
COC1=C(/C=C/C2=CC=C(/C=C/C3=CC=NC(C4=NC=CC(C)=C4)=C3)C=C2)C=C(OC)C(N5CCCC5)=C1,0.411
CCCCOC1=CC(/C=C/C2=CC=C(N(CCCC)CCCC)C=C2)=C(OCCCC)C=C1/C=C/C3=CC=NC(C4=NC=CC(C)=C4)=C3,0.419
CCCCOC1=CC(/C=C/C2=C(OC)C=C(N(CCCC)CCCC)C(OC)=C2)=C(OCCCC)C=C1/C=C/C3=CC=NC(C4=NC=CC(C)=C4)=C3,0.38
CCCCOC1=CC(/C=C/C2=C(OC)C=C(N3CCCC3)C(OC)=C2)=C(OCCCC)C=C1/C=C/C4=CC=NC(C5=NC=CC(C)=C5)=C4,0.42
O=C(NCCCC)C1=CC=C(C=C2)C3=C1C=CC4=C3C2=C(N5CCCCC5)C=C4,0.376
O=C(N(CC)CC)C1=CC=C(C=C2)C3=C1C=CC4=C3C2=C(N5CCCCC5)C=C4,0.363
O=C(C1=CC=C(C2=C1C=CC3=C24)C=CC4=C(C=C3)N5CCCCC5)NCCCC(O)=O,0.377
O=CC(C1=C2C=CC=C1)=CC=C2C3=C4C=CC=CC4=C(N5CCCCC5)C=C3,0.332
CN(C)C1=CC2=C(C(C=CC(C=O)=C3)=C3C2(C)C)C=C1,0.39
CN(C)C1=CC(CC2)=C(C3=C2C=C(C=O)C=C3)C=C1,0.387
CN(C)C1=CC=C(C2=CC=C(C=O)C=C2)C=C1,0.368
CN(C)C1=CC(C)=C(C2=CC=C(C=O)C=C2)C=C1,0.356
CN(C)C1=CC=C(C2=C(C)C=C(C=O)C=C2)C=C1,0.35
CN(C)C1=CC(C)=C(C2=CC=C(C=O)C=C2C)C=C1,0.339
CN(C)C1=CC(C)=C(C2=CC=C(C=O)C=C2)C(C)=C1,0.344
CN(C)C1=CC=C(C2=C(C)C=C(C=O)C=C2C)C=C1,0.338
CCCCCCCCC1(CCCCCCCC)C2=CC(/C=C/C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)=CC=C2C6=C1C=C(C=O)C=C6,0.411
CCCCCCCCC1(CCCCCCCC)C2=CC(C#CC3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)=CC=C2C6=C1C=C(C=O)C=C6,0.388
CCCCCCCCC1(CCCCCCCC)C2=CC(C#CC#CC3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)=CC=C2C6=C1C=C(C=O)C=C6,0.387
O=CC1=C(C2=C34)C=CC4=CC=CC3=CC=C2C=C1,0.392
O=CC1=C(C=C2)C3=C4C2=CC=C(CCCC)C4=CC=C3C=C1,0.399
O=CC1=C(C=C2)C3=C4C2=C(CCCC)C=CC4=CC=C3C(CCCC)=C1,0.41
O=CC1=C(C=C2)C3=C4C2=C(CCCC)C=C(CCCC)C4=CC=C3C(CCCC)=C1,0.417
CCCCC1=CC(N2CCCCC2)=C3C4=C1C=CC5=C4C(C=C3)=C(CCCC)C=C5C=O,0.434
CCCCC1=CC(N2CCCCC2)=C3C4=C1C=CC5=C4C(C=C3)=C(CCCC)C=C5C(CCC)=O,0.406
NC1=C2C(C([N+]#[C-])=CC=C2)=CC=C1,0.354
O=[N+](C1=CC=C(C2=CC=C(C3=CC=C(C4=CC=C([N+]([O-])=O)C=C4)S3)S2)C=C1)[O-],0.42
O=[N+](C1=CC=C(C2=CC=C(C3=CC=C(C4=CC=C(C5=CC=C([N+]([O-])=O)C=C5)S4)S3)S2)C=C1)[O-],0.442
O=[N+](C1=CC=C(C#CC2=CC=C(C3=CC=C(C#CC4=CC=C([N+]([O-])=O)C=C4)S3)S2)C=C1)[O-],0.413
CCCCCCCCC1(CCCCCCCC)C(C=CC=C2)=C2C(C=C3)=C1C=C3C#CC4=CC=C(C(C=CC(C#CC5=CC=C(C6=CC=CC=C6C7(CCCCCCCC)CCCCCCCC)C7=C5)=C8)=C8C9)C9=C4,0.374
CCCCCCCCC1(CCCCCCCC)C(C=CC=C2)=C2C(C=C3)=C1C=C3C#CC4=CC=C(C(C=CC(C#CC5=CC=C(C6=CC=CC=C6C7(CCCCCCCC)CCCCCCCC)C7=C5)=C8)=C8C9=O)C9=C4,0.37
CCCCCCCCC1(CCCCCCCC)C(C=CC=C2)=C2C(C=C3)=C1C=C3C#CC4=CC=C(C#CC5=CC=C(C6=CC=CC=C6C7(CCCCCCCC)CCCCCCCC)C7=C5)C8=NSN=C48,0.441
CC(C1=C2C=C(N(C)C)C=CC2=CC3=C1CCC3)=O,0.376
CC(C1=C2C=CC(N(C)C)=CC2=CC3=C1CCC3)=O,0.368
CC(C1=C2C=CC=C(N(C)C)C2=CC3=C1CCC3)=O,0.322
OC1=COC2=CC(C3=CC=C(N(C)C)C=C3)=CC=C2C1=O,0.367
O=C1C(OC)=COC2=CC(C3=CC=C(N(C)C)C=C3)=CC=C21,0.361
O=C1C(OC)=C(C2=CC=C(N(CC)CC)C=C2)OC3=CC=CC=C31,0.384
O=C1C(OC)=C(C(O2)=CC3=C2C=C(N(CC)CC)C=C3)OC4=CC=CC=C41,0.435
O=C1C(OC)=C(C2=CC(C3(C)C)=C(C=C2)C4=C3C=C(N(CC)CC)C=C4)OC5=CC=CC=C51,0.404
CN(C)C1=CC=C2C(C=C(C(N(CC(OC)=O)C3=O)=O)C3=C2)=C1,0.373
CCCCCCN(C1=CC2=C(C=C3C=C(C#N)C=CC3=C2)C=C1)CCCCCC,0.451
CCCCCCN(C1=CC=C2C=C3C=C(C(CC)=O)C=CC3=CC2=C1)CCCCCC,0.447
CCN(CC)C(C=C1)=CC2=C1C(C=CC(C=O)=C3)=C3C2(C)C,0.395
CCN(CC)C(C=C1)=CC2=C1C(C=CC(C(CCCCCCCC)=O)=C3)=C3C2(C)C,0.383
F[B-]1(F)N2C=CC=CC2=NC2=[N+]1C=CC=C2,0.3982
O=C1N(C2=C(C)C=CC=C2C)C(C3=CC(C4=C(N5)C=C(OC)C=C4)=C5C6=C3C1=CC=C6)=O,0.398
O=C1N(C2=C(C)C=CC=C2C)C(C3=CC(C4=C(O5)C=C(OC)C=C4)=C5C6=C3C1=CC=C6)=O,0.358
CN(C)C(S1)=NC(C2=CC=C(Br)C=C2)=C1C3=CC=C([N+]([O-])=O)S3,0.469
CN(C)C(S1)=NC(C2=CC=C(C)C=C2)=C1C3=CC=C([N+]([O-])=O)S3,0.476
O=[N+](C1=CC=C(C2=C(N=C(N(CC)CC)S2)C3=CC=C(Br)C=C3)S1)[O-],0.476
CC(C=C1)=CC=C1C(N=C(N(CC)CC)S2)=C2C3=CC=C([N+]([O-])=O)S3,0.482
CC(C=C1)=CC=C1C(N=C(N2CCCCC2)S3)=C3C4=CC=C([N+]([O-])=O)S4,0.477
BrC(C=C1)=CC=C1C(N=C(N2CCOCC2)S3)=C3C4=CC=C([N+]([O-])=O)S4,0.455
CC(C=C1)=CC=C1C(N=C(N2CCOCC2)S3)=C3C4=CC=C([N+]([O-])=O)S4,0.468
O=[N+](C1=CC=C(C2=C(C3=CC=CO3)N=C(N4CCOCC4)S2)S1)[O-],0.467
BrC(C=C1)=CC=C1C(N=C(N(C2=CC=CC=C2)C3=CC=CC=C3)S4)=C4C5=CC=C([N+]([O-])=O)S5,0.461
CC(C=C1)=CC=C1C(N=C(N(C2=CC=CC=C2)C3=CC=CC=C3)S4)=C4C5=CC=C([N+]([O-])=O)S5,0.466
O=[N+](C1=CC=C(C2=C(C3=CC=CS3)N=C(N(C4=CC=CC=C4)C5=CC=CC=C5)S2)S1)[O-],0.466
O=[N+](C1=CC=C(C2=C(C3=CC=CO3)N=C(N(C4=CC=CC=C4)C5=CC=CC=C5)S2)S1)[O-],0.472
O=[N+](C1=CC=C(C2=C(C3=CC4=C(C=CC=C4)O3)N=C(N(C5=CC=CC=C5)C6=CC=CC=C6)S2)S1)[O-],0.467
CCN(CC)C(S1)=NC(C2=CC=CC=C2)=C1C3=CC=C([N+]([O-])=O)O3,0.461
O=[N+](C1=CC=C(C2=C(C3=CC=CC=C3)N=C(N4CCCCC4)S2)O1)[O-],0.453
O=[N+](C1=CC=C(C2=C(C3=CC=CC=C3)N=C(N4CCOCC4)S2)O1)[O-],0.447
O=[N+](C1=CC=C(C2=C(C3=CC=CC=C3)N=C(N(C4=CC=CC=C4)C5=CC=CC=C5)S2)O1)[O-],0.447
CCCCCCC1=CC2=C(S1)C3=C(C=CC=C3)N(B2C4=C5SC(CCCCCC)=C4)C6=C5C=CC=C6,0.357
CCCCCCC1=CC2=C(S1)C3=C(C=C(C(SC(CCCCCC)=C4)=C4B5N6C7=C(C=CC=C7)C8=C5C=C(CCCCCC)S8)C6=C3)N(B2C9=C%10SC(CCCCCC)=C9)C%11=C%10C=CC=C%11,0.415
CCCCCCC1=CC2=C(S1)C3=C(C=C(C(SC(CCCCCC)=C4)=C4B5N6C7=CC8=C(N(C(C=CC=C9)=C9C%10=C%11C=C(CCCCCC)S%10)B%11C%12=C8SC(CCCCCC)=C%12)C=C7C%13=C5C=C(CCCCCC)S%13)C6=C3)N(B2C%14=C%15SC(CCCCCC)=C%14)C%16=C%15C=CC=C%16,0.419
CCCCCCC1=CC2=C(S1)C3=C(C=C(C(SC(CCCCCC)=C4)=C4B5N6C7=C(C=CC=C7)C8=C5C=C(CCCCCC)S8)C6=C3)N(B2C9=C%10SC(CCCCCC)=C9)C%11=C%10C=C(N%12B(C%13=C%14SC(CCCCCC)=C%13)C%15=C(SC(CCCCCC)=C%15)C(C%12=C%16)=CC%17=C%16C(SC(CCCCCC)=C%18)=C%18B(C%19=C%20SC(CCCCCC)=C%19)N%17C%21=C%20C=CC=C%21)C%14=C%11,0.42
CC([Si](C#CC1=C(C=CC=C2)C2=C(C#C[Si](C(C)C)(C(C)C)C(C)C)C3=CC4=C(C=C31)SC5=C4B(C6=CC=CC=C6)NC7=C5C=C8C(C(SC9=C%10C=C%11C(C(C#C[Si](C(C)C)(C(C)C)C(C)C)=C(C=CC=C%12)C%12=C%11C#C[Si](C(C)C)(C(C)C)C(C)C)=C9)=C%10B(C%13=CC=CC=C%13)N8)=C7)(C(C)C)C(C)C)C,0.532
CC(C)C(C=CC=C1C(C)C)=C1N2C(C3=CC=CC=C3)=C(C4=CC=CC=C4)N(C5=C(C(C)C)C=CC=C5C(C)C)B2C6=CC=CC=C6,0.406
CC(C)C(C=CC=C1C(C)C)=C1N2C(C3=C(C)C=CC=C3C)=C(C4=C(C)C=CC=C4C)N(C5=C(C(C)C)C=CC=C5C(C)C)B2C6=CC=CC=C6,0.344
CC(C)C(C=CC=C1C(C)C)=C1N2C(C3=CC=C(C(F)(F)F)C=C3)=C(C4=CC=C(C(F)(F)F)C=C4)N(C5=C(C(C)C)C=CC=C5C(C)C)B2C6=CC=CC=C6,0.346
CC(C=C(C)C=C1C)=C1N2C(C3=CC=CC=C3)=C(C4=CC=CC=C4)N(C5=C(C)C=C(C)C=C5C)B2C6=CC=CC=C6,0.388
C1(C2=CC=CC=C2)=C(C3=CC=CC=C3)N(C4=CC=CC=C4)B(C5=CC=CC=C5)N1C6=CC=CC=C6,0.398
CC(C)C(C=CC=C1C(C)C)=C1N2C(C3=CC=CC=C3)=C(C4=CC=CC=C4)N(C5=C(C(C)C)C=CC=C5C(C)C)B2C6=C(C)C=C(C)C=C6C,0.411
CC(C)C(C=CC=C1C(C)C)=C1N2C(C3=CC=C(C(F)(F)F)C=C3)=C(C4=CC=C(C(F)(F)F)C=C4)N(C5=C(C(C)C)C=CC=C5C(C)C)B2C6=CC=C(B7N(C8=C(C(C)C)C=CC=C8C(C)C)C(C9=CC=C(C(F)(F)F)C=C9)=C(C%10=CC=C(C(F)(F)F)C=C%10)N7C%11=C(C(C)C)C=CC=C%11C(C)C)C=C6,0.439
CC(C)C(C=CC=C1C(C)C)=C1N2C=CN(C3=C(C(C)C)C=CC=C3C(C)C)B2C4=CC=CC=C4,0.28
N1(C2=CC=CC=C2)N=CC(C3=CC=CC=C3)=N1,0.295
COC(C=C1)=CC=C1N2N=CC(C3=CC=CC=C3)=N2,0.305
CN(C)C(C=C1)=CC=C1N2N=CC(C3=CC=CC=C3)=N2,0.316
N1(C2=CC=C(N(C3=CC=CC=C3)C4=CC=CC=C4)C=C2)N=CC(C5=CC=CC=C5)=N1,0.348
N#CC1=NN(N=C1C2=CC=CC=C2)C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3,0.364
O=C(C)C1=NN(N=C1C2=CC=CC=C2)C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3,0.358
O=C(C1=CC=CC=C1)C2=NN(N=C2C3=CC=CC=C3)C4=CC=C(N(C5=CC=CC=C5)C6=CC=CC=C6)C=C4,0.365
O=C(OCC)C1=NN(N=C1C2=CC=CC=C2)C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3,0.277
O=C(C1=CC=CC=C1)C2=NN(N=C2C3=CC=CC=C3)C4=CC=CC=C4,0.33
O=C(C1=CC=CC=C1)C2=NN(N=C2C3=CC=CC=C3)C4=CC=C(OC)C=C4,0.297
O=C(C1=CC=CC=C1)C2=NN(N=C2C3=CC=CC=C3)C4=CC=C(N(C)C)C=C4,0.335
O=C(C1=CC=CC=C1)C2=NN(N=C2C3=CC=CC=C3)C4=CC=C(N5C6=C(C=CC=C6)C7=C5C=CC=C7)C=C4,0.341
O=C(C1=CC=C(F)C=C1)C2=NN(N=C2C3=CC=CC=C3)C4=CC=C(N(C5=CC=CC=C5)C6=CC=CC=C6)C=C4,0.365
O=C(C1=CC=C(Cl)C=C1)C2=NN(N=C2C3=CC=CC=C3)C4=CC=C(N(C5=CC=CC=C5)C6=CC=CC=C6)C=C4,0.357
O=C(C1=CC=C(Br)C=C1)C2=NN(N=C2C3=CC=CC=C3)C4=CC=C(N(C5=CC=CC=C5)C6=CC=CC=C6)C=C4,0.365
O=C(C1=C(F)C(F)=C(F)C(F)=C1F)C2=NN(N=C2C3=CC=CC=C3)C4=CC=C(N(C5=CC=CC=C5)C6=CC=CC=C6)C=C4,0.368
O=C(C1=CC=C(C=CC=C2)C2=C1)C3=NN(N=C3C4=CC=CC=C4)C5=CC=C(N(C6=CC=CC=C6)C7=CC=CC=C7)C=C5,0.364
O=C(C1=CC=CC=C1)C2=NN(N=C2C3=CC=C([Si](C)(C)C)C=C3)C4=CC=C(N(C5=CC=CC=C5)C6=CC=CC=C6)C=C4,0.369
O=C(C1=CC=CC=C1)C2=NN(N=C2)C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3,0.368
O=C(C1=CC=CC=C1)C2=NN(N=C2C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)C6=CC=C(N(C7=CC=CC=C7)C8=CC=CC=C8)C=C6,0.362
O=C(C1=CC=CC=C1F)C2=NN(N=C2C3=CC=CC=C3)C4=CC=C(N(C5=CC=CC=C5)C6=CC=CC=C6)C=C4,0.369
O=C(C1=C(F)C=CC=C1F)C2=NN(N=C2C3=CC=CC=C3)C4=CC=C(N(C5=CC=CC=C5)C6=CC=CC=C6)C=C4,0.37
O=[N+](C1=CC=CC=C1COC2=C(/C=N/N=C/C3=C(OCC4=CC=CC=C4[N+]([O-])=O)C=C(OC)C=C3)C=CC(OC)=C2)[O-],0.356
O=[N+](C1=CC=CC=C1COC2=C(/C=N/N=C/C3=C(OCC4=CC=CC=C4[N+]([O-])=O)C=CC=C3)C=CC=C2)[O-],0.343
ClC1=CC(/C=N/N=C/C2=C(OCC3=CC=CC=C3[N+]([O-])=O)C=CC(Cl)=C2)=C(OCC4=CC=CC=C4[N+]([O-])=O)C=C1,0.355
O=C(C1=CC=CC=C1)COC2=C(/C=N/N=C/C3=C(OCC(C4=CC=CC=C4)=O)C=C(OC)C=C3)C=CC(OC)=C2,0.356
O=C(C1=CC=CC=C1)COC2=C(/C=N/N=C/C3=C(OCC(C4=CC=CC=C4)=O)C=CC=C3)C=CC=C2,0.344
O=C(C1=CC=CC=C1)COC2=C(/C=N/N=C/C3=C(OCC(C4=CC=CC=C4)=O)C=CC(Cl)=C3)C=C(Cl)C=C2,0.355
O=C(O1)C=C(C2=C1C=C(OC)C=C2)COC3=C(/C=N/N=C/C4=C(OCC(C5=C6C=C(OC)C=C5)=CC(O6)=O)C=C(OC)C=C4)C=CC(OC)=C3,0.321
O=C(O1)C=C(COC(C=CC=C2)=C2/C=N/N=C/C3=C(OCC(C4=C5C=C(OC)C=C4)=CC(O5)=O)C=CC=C3)C6=C1C=C(OC)C=C6,0.319
ClC1=CC(/C=N/N=C/C2=C(OCC(C3=C4C=C(OC)C=C3)=CC(O4)=O)C=CC(Cl)=C2)=C(OCC(C5=C6C=C(OC)C=C5)=CC(O6)=O)C=C1,0.326
OC1=C(/C=N/N=C/C2=C(O)C=C(OC)C=C2)C=CC(OC)=C1,0.368
OC1=C(/C=N/N=C/C2=C(O)C=CC=C2)C=CC=C1,0.357
OC1=C(/C=N/N=C/C2=C(O)C=CC(Cl)=C2)C=C(Cl)C=C1,0.367
N#C/C(C1=CC=C(OC)C=C1)=C\C2=CC=C(N(C3=CC=CC=C3)C4=CC=CC=C4)C=C2,0.403
N#C/C(C1=CC=C(OC)C=C1)=C\C2=CC=C(N(C3=CC=CC=C3)C4=CC=C(/C=C(C#N)/C5=CC=C(OC)C=C5)C=C4)C=C2,0.425
N#C/C(C1=CC=C(OC)C=C1)=C\C2=CC=C(N(C3=CC=C(/C=C(C#N)/C4=CC=C(OC)C=C4)C=C3)C5=CC=C(/C=C(C#N)/C6=CC=C(OC)C=C6)C=C5)C=C2,0.419
N#C/C(C1=CC=C(C#N)C=C1)=C\C2=CC=C(N(C3=CC=CC=C3)C4=CC=CC=C4)C=C2,0.42
N#C/C(C1=CC=C(C#N)C=C1)=C\C2=CC=C(N(C3=CC=C(/C=C(C#N)/C4=CC=C(C#N)C=C4)C=C3)C5=CC=CC=C5)C=C2,0.448
N#C/C(C1=CC=C(C#N)C=C1)=C\C2=CC=C(N(C3=CC=C(/C=C(C#N)/C4=CC=C(C#N)C=C4)C=C3)C5=CC=C(/C=C(C#N)/C6=CC=C(C#N)C=C6)C=C5)C=C2,0.44
N#C/C(C1=CC=C(C#N)C=C1)=C\C2=CC=C(/C=C/C3=CC=C(C=C3)N(C4=CC=CC=C4)C5=CC=CC=C5)C=C2,0.434
N#C/C(C1=CC=C(C#N)C=C1)=C\C(C=C2)=CC=C2C3=CC=C(N(C4=CC=C(C5=CC=C(C=O)C=C5)C=C4)C6=CC=C(C7=CC=C(/C=C(C#N)/C8=CC=C(C#N)C=C8)C=C7)C=C6)C=C3,0.418
N#C/C(C1=CC=C(C#N)C=C1)=C\C(C=C2)=CC=C2C3=CC=C(N(C4=CC=C(C5=CC=C(/C=C(C#N)/C6=CC=C(C#N)C=C6)C=C5)C=C4)C7=CC=C(C8=CC=C(/C=C(C#N)/C9=CC=C(C#N)C=C9)C=C8)C=C7)C=C3,0.428
O=C(OC)/C(C#N)=C/C(C=C1)=CC=C1C2=CC=C(N(C3=CC=C(C4=CC=C(/C=C(C#N)/C(OC)=O)C=C4)C=C3)C5=CC=C(C6=CC=C(/C=C(C#N)/C(OC)=O)C=C6)C=C5)C=C2,0.432
CCCCCCCCOC1=CC=C(N(C2=CC=CC=C2)N=C3C4=CC=CC=C4)C3=C1,0.337
CCCCCCCCOC1=CC=C(N(C2=CC=CC=C2)N=C3C4=CC=C(C(OC)=O)C=C4)C3=C1,0.347
CCCCCCCCOC1=CC=C(N(C2=CC=CC=C2)N=C3C4=CC=C(C#N)C=C4)C3=C1,0.348
CCCCCCCCOC1=CC=C(N(C2=CC=CC=C2)N=C3C4=CC=C(C=O)C=C4)C3=C1,0.356
CCCCCCCCOC1=CC=C(N(C2=CC=CC=C2)N=C3C4=CC=C(/C=C(C(OCC)=O)/C#N)C=C4)C3=C1,0.394
CCCCCCCCOC1=CC=C(N(C2=CC=CC=C2)N=C3C4=CC=C(/C=C(C#N)/C#N)C=C4)C3=C1,0.412
C12=CC=CN1[B-](C3=CC=CC=C3)(C4=CC=CC=C4)[N+](C5=CC=CC=C5)=C2,0.382716049
CC1=CC=CC(C)=C1[N+]2=CC3=CC=CN3[B-]2(C4=CC=CC=C4)C5=CC=CC=C5,0.353276353
CC(C)C1=CC=CC(C(C)C)=C1[N+]2=CC3=CC=CN3[B-]2(C4=CC=CC=C4)C5=CC=CC=C5,0.353276353
COC(C=C1)=CC=C1[N+]2=CC3=CC=CN3[B-]2(C4=CC=CC=C4)C5=CC=CC=C5,0.386292835
CC(C=C1)=C(C)C=C1[N+]2=CC3=CC=CN3[B-]2(C4=CC=CC=C4)C5=CC=CC=C5,0.383900929
FC(C=C1)=CC=C1[N+]2=CC3=CC=CN3[B-]2(C4=CC=CC=C4)C5=CC=CC=C5,0.381538462
O=[N+](C(C=C1)=CC=C1[N+]2=CC3=CC=CN3[B-]2(C4=CC=CC=C4)C5=CC=CC=C5)[O-],0.420338983
N#CC(C=C1)=CC=C1[N+]2=CC3=CC=CN3[B-]2(C4=CC=CC=C4)C5=CC=CC=C5,0.403908795
FC(C(F)=C1)=C(F)C=C1[N+]2=CC3=CC=CN3[B-]2(C4=CC=CC=C4)C5=CC=CC=C5,0.389937107
FC(C(F)=C1F)=C(F)C(F)=C1[N+]2=CC3=CC=CN3[B-]2(C4=CC=CC=C4)C5=CC=CC=C5,0.366863905
